,recipe_name,serving_size,cooking_time,difficulty,ingredients,recipe_url
785,"Mozzarella, anchovies, chilli, capers and parsley pizza topping",serves 0,50 mins,1,"['4 anchovy fillets', '½ a fresh red chilli, sliced', '1 heaped teaspoon small capers, rinsed if salty', 'extra virgin olive oil', 'zest and juice of ½ a lemon', '3 tablespoons tomato sauce', '50g/1.8oz mozzarella', '1 tablespoon finely sliced fresh flat-leaf parsley', '. sea salt and freshly ground black pepper']",https://www.jamieoliver.com/recipes/bread/mozzarella-anchovies-chilli-capers-and-parsley-pizza-topping/
786,"Green and red grapes, rosemary, pine nuts and ricotta pizza topping",serves 0,45 mins,1,"['a handful of good red and green grapes, halved and deseeded', '1 tablespoon pine nuts', 'a small handful of fresh rosemary, leaves picked', '2 tablespoons vanilla sugar', '1 tablespoon white wine', '1 heaped tablespoon crumbly ricotta', 'extra virgin olive oil']",https://www.jamieoliver.com/recipes/bread/green-and-red-grapes-rosemary-pine-nuts-and-ricotta-pizza-topping/
787,"Egg, prosciutto, artichokes, olives, mozzarella, tomato sauce and basil pizza topping",serves 0,15 mins,1,"['6 tablespoons tomato sauce', '2 baby artichokes (use good jarred ones)', '3 slices of prosciutto', 'a small handful of good olives, stones removed', '1 small egg, preferably organic', '50g/1.8oz mozzarella', 'extra virgin olive oil', 'sea salt and freshly ground black pepper']",https://www.jamieoliver.com/recipes/bread/egg-prosciutto-artichokes-olives-mozzarella-tomato-sauce-and-basil-pizza-topping/
788,Perfect roast chicken,serves 4,1 hr 25 mins plus resting time,1,"['1 x 1.6kg whole free-range chicken', '2 medium onions', '2 carrots', '2 sticks of celery', '1 bulb of garlic', 'olive oil', '1 lemon', '1 bunch of mixed fresh herbs such as thyme, rosemary, bay']",https://www.jamieoliver.com/recipes/chicken/perfect-roast-chicken/
789,"Penne with tomato, basil, olives and pecorino",serves 4,40 mins,1,"['. 750g pomodorino tomatoes', '. olive oil', '. sea salt and freshly ground black pepper', '. good-quality balsamic vinegar', '. 500g penne', '. 200g black olives, stoned and halved', '. a small bunch of fresh basil, leaves picked', '. a chunk of pecorino cheese, to serve']",https://www.jamieoliver.com/recipes/pasta/penne-with-tomato-basil-olives-and-pecorino/
790,Pea and goat’s cheese risotto,serves 4,30 mins,1,"['1 litre organic chicken or vegetable stock', '½ an onion', '100g higher-welfare streaky bacon', '25g unsalted butter', '1 bunch of fresh thyme (30g)', '400g risotto rice', '150ml white wine', '200g frozen peas', ""100g crumbly goat's cheese"", '75g Parmesan cheese']",https://www.jamieoliver.com/recipes/rice/pea-and-goat-s-cheese-risotto/
791,Pasta peperonata,serves 4,1 hr,1,"['2 red peppers, deseeded and sliced', '2 yellow peppers, deseeded and sliced', 'extra virgin olive oil', 'sea salt and freshly ground black pepper', '2 red onions, peeled and finely sliced', '2 garlic cloves, peeled and grated', '2 handfuls of fresh flat-leaf parsley, leaves finely chopped, stalks reserved', '2 tablespoons red wine vinegar or balsamic vinegar', '2 handfuls of grated Parmesan cheese', 'optional: 2 heaped tablespoons mascarpone cheese or crème fraîche', '455g rigatoni, penne or spaghetti']",https://www.jamieoliver.com/recipes/pasta/pasta-peperonata/
792,Spicy squash soup,serves 4,1 hr plus baking the pumpkin shell,1,"['1¼ litres chicken or vegetable stock, preferably free-range or organic', '6–7 lime leaves', '3 fresh red chillies, deseeded', '2 garlic cloves, peeled', '1 large thumb-sized piece of fresh ginger, peeled', '3 sticks of lemongrass, trimmed and squashed with the back of a knife', 'a small bunch of fresh coriander', 'olive oil', '1 heaped teaspoon five-spice', '1 teaspoon ground cumin', '1 onion, peeled and finely sliced', '1 large butternut or acorn squash, halved, deseeded and cut into 1 inch chunks', '200g basmati rice, washed', '2 x 400ml tins reduced fat coconut milk', 'juice of 3-4 limes', 'optional: 1 fresh red chilli, finely sliced']",https://www.jamieoliver.com/recipes/vegetables/spicy-squash-soup/
793,Parsnip and pancetta tagliatelle with parmesan and butter,serves 4,25 mins,1,"['8 slices of pancetta or dry-cured smoked streaky bacon, preferably free-range or organic', '1 handful of fresh rosemary, thyme or summer savory, leaves picked', 'a good knob of butter', '2 cloves of garlic, peeled and finely sliced', '2 parsnips, peeled, halved and finely sliced lengthways', '455g dried tagliatelle', '1 good handful of grated Parmesan cheese', 'sea salt and freshly ground black pepper', '1 tablespoon olive oil']",https://www.jamieoliver.com/recipes/pasta/parsnip-and-pancetta-tagliatelle-with-parmesan-and-butter/
794,"Pan-seared venison with blueberries, shallots and red wine",serves 4,25 mins,1,"['1 small handful of fresh thyme, leaves picked', '5 dried juniper berries', 'sea salt and freshly ground black pepper', 'extra virgin olive oil', '1 x 800g venison loin, trimmed', '4 shallots, peeled and finely sliced', '1 clove of garlic, peeled and finely sliced', '1 glass of robust red wine', '200g fresh blueberries', '2 large knobs of butter']",https://www.jamieoliver.com/recipes/game/pan-seared-venison-with-blueberries-shallots-and-red-wine/
795,Pan-roasted salmon with purple sprouting broccoli and anchovy-rosemary sauce,serves 4,15 mins,1,"['for the anchovy-rosemary sauce', 'a sprig of fresh rosemary, leaves picked and very finely chopped', '10 good-quality anchovy fillets in oil, drained and roughly chopped', 'juice of 1 lemon', 'extra virgin olive oil', 'freshly ground black pepper', '4 x 200g salmon fillets, pinboned', 'olive oil', 'sea salt and freshly ground black pepper', '500g purple sprouting broccoli']",https://www.jamieoliver.com/recipes/fish/pan-roasted-salmon-with-purple-sprouting-broccoli-and-anchovy-rosemary-sauce/
796,Pan-fried lemon sole fillets with salsa verde,serves 2,30 mins,1,"['for your salsa verde', '1 clove of garlic, peeled', 'a handful of capers, drained', 'a handful of gherkins, drained and finely chopped', '6 good-quality anchovy fillets in oil, finely chopped', '2 bunches of fresh flat-leaf parsley, finely chopped', 'a bunch of fresh basil, leaves picked and finely chopped', 'a bunch of fresh mint, leaves picked and finely chopped', '1 tablespoon Dijon mustard', 'red wine vinegar', 'good-quality extra virgin olive oil', 'sea salt', 'freshly ground black pepper', '300g new potatoes, scrubbed or peeled', '4 double sole fillets, pinboned', 'sea salt', 'freshly ground black pepper', 'flour', '300g purple sprouting broccoli', 'olive oil', 'a knob of butter', '1 lemon']",https://www.jamieoliver.com/recipes/fish/pan-fried-lemon-sole-fillets-with-salsa-verde/
797,Pan-cooked asparagus & mixed fish,serves 2,15 mins,1,"['olive oil', '2 small red mullet or snapper fillets, scaled, pin-boned, from sustainable sources', '1 royal bream fillet or sea bass fillet, scaled, pin-boned, cut in half, from sustainable sources', '2 small squid, gutted and cleaned, tentacles trimmed and reserved, from sustainable sources', '2–4 freshly shelled scallops, cleaned and scored in a criss-cross fashion, from sustainable sources', '10 medium asparagus spears, woody ends removed', 'a small handful of thyme tips', '1 fresh red chilli, deseeded and chopped', 'extra virgin olive oil', 'juice of 1 lemon', '1 small handful of fennel tops']",https://www.jamieoliver.com/recipes/fish/pan-cooked-asparagus-and-mixed-fish/
798,Paella,serves 6,1 hr 25 mins,5,"['6 free-range chicken thighs, skin on, bone in', 'plain flour, for dusting', 'olive oil', '100g quality chorizo', '1 onion', '4 cloves of garlic', '½ a bunch of fresh flat-leaf parsley', '6 rashers of higher-welfare pancetta or smoked streaky bacon', '2 litres organic chicken stock', '2 large pinches of saffron', '1 heaped teaspoon smoked paprika', '500g paella rice', 'optional: 2 small squid, from sustainable sources', '2 handfuls of fresh or frozen peas', '10 large raw shell-on king prawns, from sustainable sources', 'optional: 500g mussels, from sustainable sources, cleaned', '1 lemon']",https://www.jamieoliver.com/recipes/seafood/paella/
799,Oven-baked rigatoni with wild boar salami,serves 4,45 mins,1,"['. a good lug of extra virgin olive oil', '. ½ a wild boar salami, sliced (or use Napoli salami)', '. 1 red onion, peeled and sliced', '. 1 clove garlic, peeled and sliced', '. 4 tablespoons balsamic vinegar', '. 400g tin chopped tomatoes', '. 3 tablespoons crème fraîche', '. a large bunch of fresh basil, leaves picked and chopped', '. sea salt and freshly ground black pepper', '. 300g rigatoni', '. a ball of buffalo mozzarella, sliced']",https://www.jamieoliver.com/recipes/pasta/oven-baked-rigatoni-with-wild-boar-salami/
800,Aromatic pork noodles,serves 4,20 mins,1,"['2 x 350g higher-welfare pork fillets', '1 handful of Szechuan peppercorns', '7cm piece of ginger', '1-3 fresh red chillies', '2 cloves of garlic', '125g oyster mushrooms', '125g shiitake mushrooms', '1 red pepper', '1 bunch of spring onions', '200g pak choi', '½ a bunch of fresh coriander', '300g medium free-range egg noodles', '2 teaspoons sesame oil', '2 tablespoons sunflower oil', '300g beansprouts', '2 teaspoons fish sauce', '6 tablespoons oyster sauce', '75ml organic chicken stock', 'low-salt dark soy sauce']",https://www.jamieoliver.com/recipes/pork/aromatic-pork-noodles/
801,Omega 3 and couscous,serves 4,40 mins,1,"['. 500g red mullet and/or sardines, scaled, filleted and pinboned', '. olive oil', '. 2 red onions, peeled and finely chopped', '. 1 bulb of fennel, herby tops removed and reserved and bulb finely chopped', '. 1 fresh red chilli, finely chopped', '. 1 teaspoon fennel seeds', '. 1 bay leaf', '300g couscous', '500g mixed ripe tomatoes', '2 anchovy fillets, chopped', 'sea salt and freshly ground black pepper', '2 lemons, zested and halved', '8 tablespoons natural yoghurt', 'a small handful of fresh mint, torn']",https://www.jamieoliver.com/recipes/seafood/omega-3-and-couscous/
802,Neck fillet steak,serves 4,20 mins plus resting time,1,"['. 4 higher welfare pork neck fillet steaks', '. olive oil', '. 2 cloves of garlic, peeled and crushed', '. a handful of fresh sage leaves, chopped', '. sea salt and freshly ground black pepper', '. 1 lemon']",https://www.jamieoliver.com/recipes/pork/neck-fillet-steak/
803,My favourite ribollita (La mia ribollita preferita),serves 4,1 hr 35 mins,1,"['310g zolfini or cannellini beans, fresh, or dried and soaked overnight', '1 bay leaf', '1 tomato, squashed', '1 small potato, peeled', '2 small red onions, peeled', '2 carrots, peeled', '3 sticks of celery, trimmed', '3 cloves of garlic, peeled', 'olive oil', 'a pinch of ground fennel seeds', 'a pinch of dried red chilli', '1 x 400g tin of good-quality plum tomatoes', '310g cavolo nero, leaves and stalks finely sliced', '2 large handfuls of good-quality stale bread, torn into chunks', 'sea salt and freshly ground black pepper', 'the best extra virgin olive oil you can find']",https://www.jamieoliver.com/recipes/vegetables/my-favourite-ribollita-la-mia-ribollita-preferita/
804,My favourite paella,serves 6,1 hr 10 mins,1,"['olive oil', '2 raw quality chorizo sausages (approximately 250g in total), thickly sliced', '300g quality pork belly, skin removed, cut into 1cm pieces', '1 green pepper, deseeded and roughly chopped', '1 red pepper, deseeded and roughly chopped', '5 cloves of garlic, peeled and roughly chopped', '1 onion, peeled and roughly chopped', '½ a bunch of fresh flat-leaf parsley (15g), leaves picked and roughly chopped, stalks finely chopped', 'a good pinch of saffron', '400g clams or mussels, scrubbed clean and debearded, from sustainable sources', '300g paella rice', '200g jarred red peppers in oil, drained and torn into pieces', '1 x 400g tin of chopped tomatoes', '1 litre organic chicken or vegetable stock', '12 large prawns, shells on, from sustainable sources', '150g squid, cleaned and finely sliced, from sustainable sources', '150g green beans, sliced very thinly at an angle', '1 lemon, cut into wedges']",https://www.jamieoliver.com/recipes/seafood/my-favourite-paella/
805,Moroccan-style lamb burgers,serves 6,25 mins,1,"['600g quality lamb shoulder, minced', 'olive oil', '6 burger buns', '6 heaped tablespoons natural yoghurt', '1 heaped tablespoon harissa paste', '1 lemon', 'extra virgin olive oil', '½ a bunch of fresh mint (15g)', '½ teaspoon cumin seeds', '1 teaspoon ground coriander', '1 teaspoon ras el hanout or garam masala', '1–2 teaspoons sweet smoked paprika']",https://www.jamieoliver.com/recipes/lamb/moroccan-style-lamb-burgers/
806,Melt-in-your-mouth shin stew,serves 4,3 hrs 25 mins,1,"['olive oil', '2 red onions, peeled and roughly chopped', '3 carrots, peeled and roughly chopped', '3 sticks of celery, trimmed and roughly chopped', '4 cloves of garlic, unpeeled', 'a few sprigs of fresh rosemary', '2 bay leaves', 'a small handful of dried porcini', '1 cinnamon stick', '1kg shin of beef, preferably free-range or organic, bone removed, trimmed and cut into 5cm/2 inch pieces', 'sea salt and freshly ground black pepper', '1 tablespoon flour', '2 x 400g tins good-quality plum tomatoes', '⅔ of a bottle of Chianti']",https://www.jamieoliver.com/recipes/beef/melt-in-your-mouth-shin-stew/
807,Mediterranean braised lamb and couscous,serves 4,1 hr 50 mins,1,"['1 small onion, peeled and sliced', 'light olive oil or vegetable oil', '500g quality shoulder or leg of lamb, diced into small pieces', '1 clove of garlic, peeled and crushed', '1 red pepper, diced', '1 teaspoon tomato puree', '400g tomato base sauce or 1 x 400g tin of plum tomatoes', '400ml water', '2 sprigs of fresh basil, shredded', 'salt', 'For the couscous', '125g couscous', '150g organic vegetable stock']",https://www.jamieoliver.com/recipes/lamb/mediterranean-braised-lamb-and-couscous/
808,Mediterranean-style herring linguine,serves 4,20 mins,1,"['500g dried linguine', '2 cloves of garlic', '1 fresh red chilli', '½ a bunch of fresh flat-leaf parsley (15g)', 'olive oil', '1 tablespoon baby capers', '4 x 40g herring fillets, skin on, scaled, pin-boned, from sustainable sources', '1 handful of ripe cherry tomatoes, on the vine', '1 lemon', 'optional: 1 knob of unsalted butter', 'extra virgin olive oil']",https://www.jamieoliver.com/recipes/pasta/mediterranean-style-herring-linguine/
809,Mediterranean-style dab,serves 2,30 mins,1,"['. 2 x whole dab, from sustainable sources, ask your fishmonger, skin on and gutted', '. olive oil', '. 4 rashers higher welfare smoked streaky bacon, the best quality you can afford', '. 1 tablespoon pine nuts', '. sea salt and freshly ground black pepper', '. a small bunch of fresh flat-leaf parsley, roughly chopped', '. 1 lemon', '. 8 cherry tomatoes, on the vine, halved or quartered', '. a small handful of black olives, stone in', '. 2 large handfuls of interesting salad leaves, such as rocket, radicchio and chicory, washed and spun dry', '. balsamic vinegar', '. extra virgin olive oil']",https://www.jamieoliver.com/recipes/fish/mediterranean-style-dab/
810,Mechoui lamb with carrot and orange salad,serves 4,3 hrs 35 mins,1,"['1 shoulder of lamb (approximately 2.5kg)', '50g smen or butter, at room temperature', '1 heaped teaspoon ground cumin, plus extra to serve', '1 heaped teaspoon ground coriander, plus extra to serve', 'a small handful of fresh thyme sprigs, leaves picked', 'a few sprigs of fresh rosemary, leaves picked', '1 bulb of garlic', '4 flatbreads', 'seeds from ½ a pomegranate', '250g Greek yoghurt', '4 tablespoons harissa']",https://www.jamieoliver.com/recipes/lamb/mechoui-lamb-with-carrot-and-orange-salad/
811,Marinated and pot-roasted beef fillet with a brilliant potato and horseradish cake,serves 6,1 hr 30 mins,3,"['. 1 x 900g whole fillet of beef, trimmed', '. sea salt and freshly ground black pepper', '. 2 handfuls of fresh rosemary sprigs', '. 1 bulb of garlic, broken up, cloves left whole with skins on', '. extra virgin olive oil', '. 1.2kg Desirée or Maris Piper potatoes, peeled and sliced 0.5cm/¼ inch thick', '. 3 heaped tablespoons creamed horseradish', '. ½ bottle of red wine', '. 170g butter']",https://www.jamieoliver.com/recipes/beef/marinated-and-pot-roasted-beef-fillet-with-a-brilliant-potato-and-horseradish-cake/
812,Mackerel pasta salad,serves 4,30 mins,1,"['4 handfuls of green beans', '400g farfalle or other dried pasta', '2 handfuls of black olives (stone in)', '1 lemon', 'extra virgin olive oil', '1 jar of quality mackerel', '400g ripe cherry tomatoes', '½ a bunch of fresh flat-leaf parsley (15g)']",https://www.jamieoliver.com/recipes/pasta/mackerel-pasta-salad/
813,Macaroni cheese,serves 6,35 mins,1,"['500g quality macaroni', 'olive oil', '½ a bunch of fresh marjoram or oregano (15g), leaves picked', '75g Parmesan cheese, freshly grated, plus a little extra for grating', '75g fontina or Taleggio cheese, roughly torn', '75g mascarpone cheese', '1 whole nutmeg, for grating', '1 small ball of buffalo mozzarella cheese']",https://www.jamieoliver.com/recipes/pasta/macaroni-cheese/
814,Louie and Gennaro’s ‘ultimate’ cheeseburgers,serves 4,1 hr 15 mins,1,"['olive oil', '2 large onions, peeled and finely sliced', '600g good-quality minced chuck steak', 'sea salt and freshly ground black pepper', 'a bunch of fresh thyme, tied together', 'French’s yellow mustard', '4 thin slices of good melting cheese, such as Cheddar', '8 rashers smoked streaky bacon, the best quality you can afford', '4 sesame seed burger buns, halved', 'For the mayo', '1 x 200g jar low fat mayonnaise, made with free-range eggs', '2 teaspoons gentleman’s relish', '1 lemon']",https://www.jamieoliver.com/recipes/beef/louie-and-gennaro-s-ultimate-cheeseburgers/
815,Lemon linguine,serves 6,20 mins,1,"['500g dried linguine', '3 Sicilian lemons', 'extra virgin olive oil', '125g Parmesan cheese', '1 bunch of fresh basil (30g)', '1 handful of rocket']",https://www.jamieoliver.com/recipes/pasta/lemon-linguine/
816,Leigh-on-Sea sole,serves 2,25 mins,1,"['125g fresh cockles or small clams (or mussels), from sustainable sources', '2 rashers of quality smoked streaky bacon', 'olive oil', '2 sprigs of fresh rosemary', 'a small knob of unsalted butter', '2 x 450g Dover sole, skinned, from sustainable sources', '50g peeled brown shrimps or small prawns, from sustainable sources', 'a small bunch of fresh chives', '2 lemons']",https://www.jamieoliver.com/recipes/fish/leigh-on-sea-sole/
817,"Leg of lamb stuffed with olives, bread, pine nuts and herbs (Cosciotto d'agnello ripieno di olive, pane, pinoli e erbe aromatiche)",serves 8,1 hr 45 mins plus resting time,1,"['1 whole bulb of spring garlic, broken into cloves, unpeeled', '3 good handfuls of mixed fresh herbs (mint, parsley, oregano, thyme), leaves picked', '6 slices of quality pancetta', '3 anchovy fillets', '100g rustic bread, torn into 2.5cm pieces (don’t use prepackaged sliced bread)', 'a large handful of pine nuts', 'a handful of green olives, stones removed', 'sea salt and freshly ground black pepper', '1 x 2kg leg of lamb (prepped as above)', 'a large bunch of fresh rosemary', 'olive oil', '2kg good roasting spuds, peeled and halved', 'a sprig of fresh bay leaves', 'a bottle of red wine']",https://www.jamieoliver.com/recipes/lamb/leg-of-lamb-stuffed-with-olives-bread-pine-nuts-and-herbs-cosciotto-d-agnello-ripieno-di-olive-pane-pinoli-e-erbe-aromatiche/
818,Lamb balti,serves 6,35 mins plus marinating time,1,"['400g quality casserole lamb', 'zest and juice of 1 lime', '500g Greek style yoghurt', '1 teaspoon sesame oil', '1 large sweet potato, washed, but not peeled, cut into 2cm cubes', '200g green beans, topped but not tailed and snapped in half', '150g dates, cut in half', '400-500g jar of balti sauce', '300ml organic vegetable stock', 'For the raita', '1 red chilli, finely chopped', '1 small cucumber, deseeded and finely chopped', 'zest and juice of 1 lemon', '200ml crème fraîche', 'sea salt and freshly ground black pepper', 'a few sprigs of fresh coriander']",https://www.jamieoliver.com/recipes/lamb/lamb-balti/
819,Kate & Will's Wedding Pie,serves 10,3 hrs 55 mins,3,"['2 tablespoons olive oil', 'a knob of butter', '3 sprigs of fresh rosemary, leaves picked and chopped', '3 sprigs of fresh thyme, leaves picked', '3 fresh bay leaves', '3 medium red onions, peeled', '1kg quality shin of beef (ask the butcher to cut it into 2.5cm dice and give you the bone)', '2 tablespoons tomato purée', '400ml good local smooth stout', '2 heaped tablespoons plain flour', '1.5 litres organic beef or chicken stock', '140g pearl barley', '3 teaspoons English mustard', '2-3 tablespoons Worcestershire sauce, to taste', '100g good Cheddar cheese', '300g plain flour, plus extra for dusting', '100g Atora shredded suet', '100g butter', '1 large free-range egg, beaten']",https://www.jamieoliver.com/recipes/pies-pastries/kate-will-s-wedding-pie/
820,Jools’s favourite beef stew,serves 4,3 hrs 35 mins,1,"['1 onion', '2 parsnips', '4 carrots', '½ a butternut squash', 'optional: 1 handful of Jerusalem artichokes', 'a few sprigs of fresh sage', 'olive oil', '1 knob of unsalted butter', '800g stewing steak or beef skirt, cut into 5cm pieces', 'plain flour', '500g small potatoes', '2 tablespoons tomato purée', '½ a bottle of red wine', '285ml organic beef or vegetable stock', '1 lemon', 'a few sprigs of fresh rosemary', '1 clove of garlic']",https://www.jamieoliver.com/recipes/beef/jools-s-favourite-beef-stew/
821,Jerk-dressed Bristol pork,serves 12,8 hrs 15 mins,1,"['5kg shoulder of higher-welfare pork, bone in, skin on', 'a generous pinch each of dried rosemary and thyme', '1 whole nutmeg, for grating', 'olive oil', '2 x 500ml bottles of quality cider', 'For the jerk salsa', '1-2 fresh Scotch bonnet chillies (to taste)', '2 bunches of spring onions, trimmed', '1 level teaspoon ground cinnamon', '1 level teaspoon ground cloves', '2 level teaspoons ground allspice', '3 limes', 'a thumb-sized piece of fresh ginger, peeled', 'a few fresh bay leaves', '2 cloves of garlic, peeled', '1-2 tablespoons honey', 'extra virgin olive oil', 'a large bunch of fresh coriander']",https://www.jamieoliver.com/recipes/pork/jerk-dressed-bristol-pork/
822,Jerk poussins,serves 4,55 mins plus marinating time,3,"['4 higher welfare poussins', '1½ cinnamon sticks', '2 teaspoons allspice', '1 teaspoon ground nutmeg', '1 teaspoon cayenne pepper', '1 handful of fresh thyme, leaves picked', 'zest and juice of 4 limes', 'olive oil', '10 tablespoons fat-free natural yoghurt', 'a handful of fresh mint, finely chopped, baby leaves reserved', '1 red chilli, deseeded and finely sliced']",https://www.jamieoliver.com/recipes/chicken/jerk-poussins/
823,Incredible roasted shoulder of lamb with smashed veg & greens,serves 6 with leftovers,4 hrs 25 mins plus resting time,5,"['1 big bunch of fresh rosemary', '1 bulb of garlic', '2kg shoulder of lamb or hogget', 'olive oil', '500g seasonal greens, such as white cabbage, Savoy cabbage, Brussels tops, cavolo nero', '750g potatoes', '3 large carrots', '½ a large swede', '2 knobs of unsalted butter', '1 tablespoon plain flour', '500ml organic chicken or vegetable stock', '2 heaped tablespoons baby capers', '1 big bunch of fresh mint', '2 tablespoons red wine vinegar']",https://www.jamieoliver.com/recipes/lamb/incredible-roasted-shoulder-of-lamb-with-smashed-veg-and-greens/
824,Incredible baked lamb shanks,serves 4,2 hrs 55 mins,3,"['6 sprigs of fresh rosemary', '100g unsalted butter (cold)', 'a few sprigs of fresh sage', '2 sprigs of fresh thyme', '2 large carrots', '1 onion', '1 leek', '4 quality lamb shanks, crown- or French-trimmed', '12 cloves of garlic', 'olive oil', '2 wineglasses of white wine']",https://www.jamieoliver.com/recipes/lamb/incredible-baked-lamb-shanks/
825,Hunter's chicken stew (Pollo alla cacciatora),serves 6,2 hrs,1,"['1 x 2kg chicken, jointed, or use the equivalent amount of chicken pieces', 'sea salt and freshly ground black pepper', '8 bay leaves', '2 sprigs of fresh rosemary', '3 cloves of garlic, peeled (1 crushed, 2 sliced)', '½ a bottle of Chianti', 'flour, for dusting', 'extra virgin olive oil', '6 anchovy fillets', 'a handful of green or black olives, stoned', '2 x 400g tins of good-quality plum tomatoes']",https://www.jamieoliver.com/recipes/chicken/hunter-s-chicken-stew-pollo-alla-cacciatora/
826,Humble home-cooked beans,serves 4,1 hr 15 mins plus soaking time,1,"['300g dried borlotti or cannellini beans, soaked in cold water for at least 12 hours', '3 cloves of garlic, unpeeled', 'a few sprigs of fresh thyme', 'a sprig of fresh rosemary', '3 bay leaves', '1 stick of celery, trimmed', '1 small potato, peeled and halved', '2 cherry tomatoes', 'extra virgin olive oil', 'red wine vinegar', 'a few sprigs of fresh flat-leaf parsley, chopped', '4 slices of sourdough bread']",https://www.jamieoliver.com/recipes/vegetables/humble-home-cooked-beans/
827,Hot tuna salad with basil dressing,serves 2,20 mins,1,"['a bunch of asparagus, trimmed (or use a good handful of green beans instead)', '2 handfuls of cherry tomatoes, quartered', 'a large bunch of fresh basil, leaves picked, baby leaves kept to one side', 'a handful of black olives, stones removed', 'extra virgin olive oil', '1 lemon', 'sea salt and freshly ground black pepper', '2 tuna steaks, from sustainable sources, ask your fishmonger', '2 tablespoons fat-free natural yoghurt']",https://www.jamieoliver.com/recipes/fish/hot-tuna-salad-with-basil-dressing/
828,Hot smoked salmon with an amazing chilli salsa,serves 2,20 mins,3,"['1 sprig of fresh rosemary', 'a few sprigs of fresh sage', '2 x 200g wild or organic salmon fillets, skin on, from sustainable sources', 'olive oil', '1 lime, halved', 'a few whole coriander leaves', '1–2 fresh red chillies, deseeded and finely chopped', '2–3 medium-sized ripe tomatoes, deseeded and diced', '½ a cucumber, peeled and finely diced', 'juice of 1 lime', '2 spring onions, trimmed and finely sliced', '1 small handful of coriander leaves, picked and chopped', '1 ripe avocado, stoned, peeled and chopped', 'extra virgin olive oil']",https://www.jamieoliver.com/recipes/fish/hot-smoked-salmon-with-an-amazing-chilli-salsa/
829,Highland mussels - juicy whisky creamy,serves 6,35 mins,1,"['2kg mussels, from sustainable sources', '1 large leek', '1 stick of celery', 'olive oil', '2 small knobs of butter', '250g undyed smoked haddock, skin off and pin-boned, from sustainable sources', '6 shots of whisky (25ml each)', '200ml single cream', 'a small bunch of flat-leaf parsley', 'extra virgin olive oil, to serve', '6 hunks of sourdough bread, to serve']",https://www.jamieoliver.com/recipes/seafood/highland-mussels-juicy-whisky-creamy/
830,Herb marinated chicken,serves 6,1 hr plus marinating and resting time,1,"['1 spatchcocked higher welfare chicken (about 1.6kg), or 6 chicken breasts', 'a bunch of summer savory', 'a bunch of fresh rosemary', '8 cloves of garlic, skins left on', '8 tablespoons of extra virgin olive oil', 'a thumb-sized piece of fresh root ginger', 'sea salt and freshly ground black pepper', '2 lemons, washed and thinly sliced', '2 glasses of Chardonnay']",https://www.jamieoliver.com/recipes/chicken/herb-marinated-chicken/
831,Harissa sardines with couscous salad,serves 4,15 mins,1,"['. olive oil', '. 8 x 60g sardines, from sustainable sources, ask your fishmonger, scaled, gutted, gills removed', '. sea salt and freshly ground black pepper', '. 1 heaped tablespoon harissa paste', '. extra virgin olive oil', '. 2 lemons', '. fat-free natural yoghurt, to serve', '. 4 handfuls of rocket, washed and spun dry, to serve', 'For the couscous', '. 200g couscous', '. a few black olives, stone in, crushed and finely chopped', '. 2 spring onions, trimmed and finely sliced', '. a few sprigs of fresh mint, leaves picked and finely sliced', '. 100g feta cheese, crumbled']",https://www.jamieoliver.com/recipes/fish/harissa-sardines-with-couscous-salad/
832,Hamilton squash,serves 4,-,-1,"['1 small handful of dried porcini mushrooms', '1 butternut squash, halved and seeds removed', 'Olive oil', '1 red onion, finely chopped', '1 clove of garlic, finely chopped', '1 teaspoon coriander seeds, pounded', 'A pinch or two of dried chilli, to taste', '2 sprigs of fresh rosemary, leaves picked and finely chopped', '5 sun-dried tomatoes, chopped', 'Sea salt and freshly ground black pepper', '100g basmati rice', '½ a handful of pine nuts, lightly roasted']",https://www.jamieoliver.com/recipes/vegetables/hamilton-squash/
833,Guinness lamb shanks,serves 6,3 hrs 40 mins,3,"['3 red onions', 'olive oil', '2 handfuls of raisins', '3 heaped tablespoons thick-cut marmalade', '1 heaped tablespoon tomato ketchup', '2 tablespoons Worcestershire sauce, plus extra for serving', '200ml Guinness or smooth dark ale', '6 x 350g quality lamb shanks', '8 sprigs of fresh rosemary', '1 litre organic chicken stock', '1 bunch of fresh mint leaves', 'a few tablespoons rapeseed or olive oil', '2 spring onions', 'cider vinegar']",https://www.jamieoliver.com/recipes/lamb/guinness-lamb-shank/
834,Grilled or roasted monkfish with black olive sauce and lemon mash,serves 4,50 mins,1,"['sea salt', 'zest of 2 lemons, plus a little juice', 'a sprig of fresh rosemary, leaves picked', '4 x 200g/7oz monkfish fillets, from sustainable sources, ask your fishmonger', 'olive oil', '2 bunches of rocket, washed and drained', 'for the black olive sauce', '2 large handfuls of good black olives, stoned and very roughly chopped', '½ a fresh red chilli, deseeded and finely chopped', 'a small handful of fresh herbs (basil, marjoram and parsley), finely chopped', '1 celery heart, yellow leaves chopped', '1 clove of garlic, peeled and finely chopped', 'juice of 1 lemon', 'freshly ground black pepper', 'a couple of lugs of extra virgin olive oil', 'balsamic vinegar', 'for the lemon mash', '1kg/2lb 3oz floury potatoes', 'sea salt and freshly ground black pepper', 'extra virgin olive oil', 'milk', 'juice of 1 lemon']",https://www.jamieoliver.com/recipes/fish/grilled-or-roasted-monkfish-with-black-olive-sauce-and-lemon-mash/
